0.118622,0.168017,0.737605,50.24277811845143,48
0.114246,0.163134,0.740865,45.90667683283488,49
0.122923,0.171694,0.737899,45.17625730037689,50
0.112043,0.160342,0.742494,45.793591765562695,51
0.115224,0.163103,0.743843,45.26870924631755,52
0.112757,0.159832,0.745157,44.525117997328444,53
0.111727,0.158261,0.746352,45.58538328409195,54
0.112787,0.158463,0.746708,45.99535530010859,55
0.235508,0.282081,0.541624,4.081545015176137,1,1
0.106021,0.151638,0.766702,48.653802847862245,56
0.106956,0.151697,0.766449,48.1245191971461,57
0.109023,0.153591,0.76427,48.37840768496196,58
0.229421,0.273997,0.563887,3.078143246968587,1,1
0.200091,1.78906,0.551271,47.64624065160751,59
0.222681,0.425933,0.534471,47.87550805012385,60
0.21979,0.346127,0.527591,46.08880563179652,61
0.222733,0.328515,0.522987,45.38506280183792,62
0.219833,0.318681,0.521753,46.777762750784554,63
0.215937,0.310512,0.521756,44.37775446573893,64
0.213153,0.305518,0.522482,43.775466267267866,65
0.213289,0.304085,0.522393,44.12983391682307,66
0.212464,0.303257,0.522872,45.60321049690246,67
0.210182,0.300089,0.523237,45.41275003353755,68
0.208312,0.297394,0.523954,46.16263919671376,69
0.206257,0.295249,0.5249,44.46269181569417,70
0.205588,0.294116,0.525546,46.558405796686806,71
0.207322,0.295989,0.526146,45.37504016955693,72
0.205247,0.292971,0.526756,49.306983017921446,73
0.203787,0.29191,0.527431,46.22641731500626,74
0.207802,0.295612,0.527902,46.425055185953774,75
0.201409,0.289185,0.528822,46.89974771738052,76
0.202173,0.289328,0.52948,45.06239938338597,77
0.201486,0.288612,0.530113,45.439746685822804,78
0.202836,0.289823,0.530613,45.397392566998796,79
0.200335,0.287238,0.531176,44.9397602836291,80
0.226004,0.313514,0.495788,5.300776632626851,1,1
0.201434,0.288448,0.531771,47.83977643251419,81
0.107258,0.152083,0.766305,49.690137263139086,58
0.110977,0.155489,0.760357,57.20271758238474,59
0.10494,0.148877,0.763166,57.38694505294164,60
0.107148,0.150924,0.762923,56.81819348335266,61
0.104074,0.147206,0.765075,50.76305003166199,62
0.105255,0.147967,0.76637,52.93179191748301,63
0.247692,0.290332,0.537218,3.0292588671048484,1,1
0.108345,0.151229,0.761548,47.668204148610435,64
0.100023,0.142127,0.778933,49.08844586610794,65
0.10567,0.147762,0.77233,49.20540984869003,66
0.106444,0.147949,0.764696,51.32675704956055,67
0.0973114,0.138525,0.784299,52.415563650925954,68
0.107892,0.148912,0.765905,50.968406184514365,69
0.101734,0.142407,0.779098,48.46185138225555,70
0.100353,0.141093,0.774134,47.82941633462906,71
0.0992596,0.139462,0.780373,49.22847844759623,72
0.095429,0.135715,0.790863,50.25722460349401,73
0.100585,0.140127,0.776482,49.0275962193807,74
0.0983227,0.137893,0.782129,52.770795432726544,75
0.0984337,0.13799,0.781192,48.50502193371455,76
0.0956291,0.13448,0.78797,48.760042448838554,77
0.0938893,0.132676,0.792096,47.99905828237534,78
0.247939,0.286941,0.540858,3.094847830136617,1,1
0.264172,0.326454,0.457574,2.9691827138264975,1,1
0.0948062,0.133471,0.792148,46.86345964670181,79
0.0965696,0.134839,0.782831,51.43718973398209,80
