0.140756,0.101937,0.680276,1.5635883967081705,0.141554,0.551868,81
0.132362,0.0943645,0.791175,51.9176365852356,0.227113,0.559749,81
0.130986,0.0928586,0.795512,50.90136446555456,0.237446,0.559938,82
0.134572,0.0962669,0.788529,50.924742968877155,0.235872,0.556133,83
0.129702,0.0918382,0.794626,52.912634166081745,0.239169,0.560262,84
0.129618,0.0921717,0.791435,61.45926726659139,0.254481,0.52321,85
0.129408,0.0923448,0.791778,54.37308603127797,0.253719,0.55803,86
0.130907,0.0939071,0.792273,58.33581821521123,0.263963,0.552674,87
0.12678,0.0896789,0.796901,56.4864394346873,0.236128,0.555756,88
0.126164,0.0895072,0.799802,60.4066187342008,0.259351,0.55866,89
0.136703,0.099962,0.776344,55.77667701641719,0.251452,0.547508,90
0.124747,0.088327,0.803012,58.73122396866481,0.255037,0.535418,91
0.122954,0.0870294,0.805578,56.60479616721471,0.258601,0.553166,92
0.125029,0.0893851,0.799627,54.351059186458585,0.232692,0.554648,93
0.123552,0.0880668,0.802098,55.56474349896113,0.24822,0.563495,94
0.124895,0.0896512,0.801025,56.71413026650747,0.300473,0.490921,95
0.121158,0.0858854,0.80498,58.35060318311056,0.251422,0.558522,96
0.128234,0.0928604,0.790488,55.89205496708552,0.239003,0.553,97
0.127761,0.0928008,0.79325,55.91231478452683,0.268106,0.500935,98
0.121466,0.0859869,0.807755,56.71321138143539,0.238694,0.560125,99
0.125147,0.0904645,0.793349,58.68269023100535,0.245288,0.551956,100
